"epoch","Test all epochs - train_acc","Test all epochs - train_acc__MIN","Test all epochs - train_acc__MAX","Test all epochs - _step","Test all epochs - _step__MIN","Test all epochs - _step__MAX","Test all epochs - test_acc","Test all epochs - test_acc__MIN","Test all epochs - test_acc__MAX","All epochs with augmentation - train_acc","All epochs with augmentation - train_acc__MIN","All epochs with augmentation - train_acc__MAX","All epochs with augmentation - _step","All epochs with augmentation - _step__MIN","All epochs with augmentation - _step__MAX","All epochs with augmentation - test_acc","All epochs with augmentation - test_acc__MIN","All epochs with augmentation - test_acc__MAX"
"323","0.7724999785423279","0.7724999785423279","0.7724999785423279","646.5","646","647","0.43793705105781555","0.43793705105781555","0.43793705105781555","0.3199999928474426","0.3199999928474426","0.3199999928474426","646.5","646","647","0.36057692766189575","0.36057692766189575","0.36057692766189575"
"324","0.7549999952316284","0.7549999952316284","0.7549999952316284","648.5","648","649","0.4383741319179535","0.4383741319179535","0.4383741319179535","0.3199999928474426","0.3199999928474426","0.3199999928474426","648.5","648","649","0.3610139787197113","0.3610139787197113","0.3610139787197113"
"325","0.7649999856948853","0.7649999856948853","0.7649999856948853","650.5","650","651","0.4409964978694916","0.4409964978694916","0.4409964978694916","0.3400000035762787","0.3400000035762787","0.3400000035762787","650.5","650","651","0.3562062978744507","0.3562062978744507","0.3562062978744507"
"326","0.7574999928474426","0.7574999928474426","0.7574999928474426","652.5","652","653","0.4383741319179535","0.4383741319179535","0.4383741319179535","0.33500000834465027","0.33500000834465027","0.33500000834465027","652.5","652","653","0.36057692766189575","0.36057692766189575","0.36057692766189575"
"327","0.7599999904632568","0.7599999904632568","0.7599999904632568","654.5","654","655","0.43968531489372253","0.43968531489372253","0.43968531489372253","0.33250001072883606","0.33250001072883606","0.33250001072883606","654.5","654","655","0.36319929361343384","0.36319929361343384","0.36319929361343384"
"328","0.7699999809265137","0.7699999809265137","0.7699999809265137","656.5","656","657","0.43881118297576904","0.43881118297576904","0.43881118297576904","0.33250001072883606","0.33250001072883606","0.33250001072883606","656.5","656","657","0.35489511489868164","0.35489511489868164","0.35489511489868164"
"329","0.7699999809265137","0.7699999809265137","0.7699999809265137","658.5","658","659","0.4409964978694916","0.4409964978694916","0.4409964978694916","0.3100000023841858","0.3100000023841858","0.3100000023841858","658.5","658","659","0.36057692766189575","0.36057692766189575","0.36057692766189575"
"330","0.7549999952316284","0.7549999952316284","0.7549999952316284","660.5","660","661","0.4414335787296295","0.4414335787296295","0.4414335787296295","0.3499999940395355","0.3499999940395355","0.3499999940395355","660.5","660","661","0.35970279574394226","0.35970279574394226","0.35970279574394226"
"331","0.7674999833106995","0.7674999833106995","0.7674999833106995","662.5","662","663","0.4409964978694916","0.4409964978694916","0.4409964978694916","0.3125","0.3125","0.3125","662.5","662","663","0.36538460850715637","0.36538460850715637","0.36538460850715637"
"332","0.7749999761581421","0.7749999761581421","0.7749999761581421","664.5","664","665","0.44187062978744507","0.44187062978744507","0.44187062978744507","0.3199999928474426","0.3199999928474426","0.3199999928474426","664.5","664","665","0.3693181872367859","0.3693181872367859","0.3693181872367859"
"333","0.7850000262260437","0.7850000262260437","0.7850000262260437","666.5","666","667","0.4449300765991211","0.4449300765991211","0.4449300765991211","0.32499998807907104","0.32499998807907104","0.32499998807907104","666.5","666","667","0.36713287234306335","0.36713287234306335","0.36713287234306335"
"334","0.762499988079071","0.762499988079071","0.762499988079071","668.5","668","669","0.4440559446811676","0.4440559446811676","0.4440559446811676","0.3400000035762787","0.3400000035762787","0.3400000035762787","668.5","668","669","0.3675699234008789","0.3675699234008789","0.3675699234008789"
"335","0.7674999833106995","0.7674999833106995","0.7674999833106995","670.5","670","671","0.4440559446811676","0.4440559446811676","0.4440559446811676","0.35499998927116394","0.35499998927116394","0.35499998927116394","670.5","670","671","0.3684440553188324","0.3684440553188324","0.3684440553188324"
"336","0.7875000238418579","0.7875000238418579","0.7875000238418579","672.5","672","673","0.4458042085170746","0.4458042085170746","0.4458042085170746","0.33000001311302185","0.33000001311302185","0.33000001311302185","672.5","672","673","0.3715035021305084","0.3715035021305084","0.3715035021305084"
"337","0.7749999761581421","0.7749999761581421","0.7749999761581421","674.5","674","675","0.44274476170539856","0.44274476170539856","0.44274476170539856","0.32749998569488525","0.32749998569488525","0.32749998569488525","674.5","674","675","0.3741258680820465","0.3741258680820465","0.3741258680820465"
"338","0.7950000166893005","0.7950000166893005","0.7950000166893005","676.5","676","677","0.4414335787296295","0.4414335787296295","0.4414335787296295","0.36500000953674316","0.36500000953674316","0.36500000953674316","676.5","676","677","0.3715035021305084","0.3715035021305084","0.3715035021305084"
"339","0.7925000190734863","0.7925000190734863","0.7925000190734863","678.5","678","679","0.4414335787296295","0.4414335787296295","0.4414335787296295","0.33250001072883606","0.33250001072883606","0.33250001072883606","678.5","678","679","0.37456294894218445","0.37456294894218445","0.37456294894218445"
"340","0.7950000166893005","0.7950000166893005","0.7950000166893005","680.5","680","681","0.44624125957489014","0.44624125957489014","0.44624125957489014","0.36250001192092896","0.36250001192092896","0.36250001192092896","680.5","680","681","0.3833042085170746","0.3833042085170746","0.3833042085170746"
"341","0.7699999809265137","0.7699999809265137","0.7699999809265137","682.5","682","683","0.4431818127632141","0.4431818127632141","0.4431818127632141","0.3375000059604645","0.3375000059604645","0.3375000059604645","682.5","682","683","0.3693181872367859","0.3693181872367859","0.3693181872367859"
"342","0.7950000166893005","0.7950000166893005","0.7950000166893005","684.5","684","685","0.44361889362335205","0.44361889362335205","0.44361889362335205","0.32499998807907104","0.32499998807907104","0.32499998807907104","684.5","684","685","0.3701923191547394","0.3701923191547394","0.3701923191547394"
"343","0.7724999785423279","0.7724999785423279","0.7724999785423279","686.5","686","687","0.44711539149284363","0.44711539149284363","0.44711539149284363","0.3449999988079071","0.3449999988079071","0.3449999988079071","686.5","686","687","0.3806818127632141","0.3806818127632141","0.3806818127632141"
"344","0.7925000190734863","0.7925000190734863","0.7925000190734863","688.5","688","689","0.44711539149284363","0.44711539149284363","0.44711539149284363","0.36000001430511475","0.36000001430511475","0.36000001430511475","688.5","688","689","0.378059446811676","0.378059446811676","0.378059446811676"
"345","0.7850000262260437","0.7850000262260437","0.7850000262260437","690.5","690","691","0.44624125957489014","0.44624125957489014","0.44624125957489014","0.375","0.375","0.375","690.5","690","691","0.37543705105781555","0.37543705105781555","0.37543705105781555"
"346","0.7925000190734863","0.7925000190734863","0.7925000190734863","692.5","692","693","0.44711539149284363","0.44711539149284363","0.44711539149284363","0.39500001072883606","0.39500001072883606","0.39500001072883606","692.5","692","693","0.3723776340484619","0.3723776340484619","0.3723776340484619"
"347","0.7825000286102295","0.7825000286102295","0.7825000286102295","694.5","694","695","0.44449299573898315","0.44449299573898315","0.44449299573898315","0.36500000953674316","0.36500000953674316","0.36500000953674316","694.5","694","695","0.37718531489372253","0.37718531489372253","0.37718531489372253"
"348","0.800000011920929","0.800000011920929","0.800000011920929","696.5","696","697","0.4466783106327057","0.4466783106327057","0.4466783106327057","0.33000001311302185","0.33000001311302185","0.33000001311302185","696.5","696","697","0.3815559446811676","0.3815559446811676","0.3815559446811676"
"349","0.7975000143051147","0.7975000143051147","0.7975000143051147","698.5","698","699","0.4449300765991211","0.4449300765991211","0.4449300765991211","0.33000001311302185","0.33000001311302185","0.33000001311302185","698.5","698","699","0.3798076808452606","0.3798076808452606","0.3798076808452606"
"350","0.7850000262260437","0.7850000262260437","0.7850000262260437","700.5","700","701","0.4479895234107971","0.4479895234107971","0.4479895234107971","0.3499999940395355","0.3499999940395355","0.3499999940395355","700.5","700","701","0.3806818127632141","0.3806818127632141","0.3806818127632141"
"351","0.7875000238418579","0.7875000238418579","0.7875000238418579","702.5","702","703","0.4497377574443817","0.4497377574443817","0.4497377574443817","0.36500000953674316","0.36500000953674316","0.36500000953674316","702.5","702","703","0.38767483830451965","0.38767483830451965","0.38767483830451965"
"352","0.8100000023841858","0.8100000023841858","0.8100000023841858","704.5","704","705","0.4466783106327057","0.4466783106327057","0.4466783106327057","0.36500000953674316","0.36500000953674316","0.36500000953674316","704.5","704","705","0.38767483830451965","0.38767483830451965","0.38767483830451965"
"353","0.7850000262260437","0.7850000262260437","0.7850000262260437","706.5","706","707","0.4514860212802887","0.4514860212802887","0.4514860212802887","0.3725000023841858","0.3725000023841858","0.3725000023841858","706.5","706","707","0.38461539149284363","0.38461539149284363","0.38461539149284363"
"354","0.8050000071525574","0.8050000071525574","0.8050000071525574","708.5","708","709","0.4497377574443817","0.4497377574443817","0.4497377574443817","0.3425000011920929","0.3425000011920929","0.3425000011920929","708.5","708","709","0.38374125957489014","0.38374125957489014","0.38374125957489014"
"355","0.7950000166893005","0.7950000166893005","0.7950000166893005","710.5","710","711","0.4497377574443817","0.4497377574443817","0.4497377574443817","0.35499998927116394","0.35499998927116394","0.35499998927116394","710.5","710","711","0.38286712765693665","0.38286712765693665","0.38286712765693665"
"356","0.800000011920929","0.800000011920929","0.800000011920929","712.5","712","713","0.4523601531982422","0.4523601531982422","0.4523601531982422","0.35499998927116394","0.35499998927116394","0.35499998927116394","712.5","712","713","0.38374125957489014","0.38374125957489014","0.38374125957489014"
"357","0.8100000023841858","0.8100000023841858","0.8100000023841858","714.5","714","715","0.4514860212802887","0.4514860212802887","0.4514860212802887","0.36000001430511475","0.36000001430511475","0.36000001430511475","714.5","714","715","0.3841783106327057","0.3841783106327057","0.3841783106327057"
"358","0.7975000143051147","0.7975000143051147","0.7975000143051147","716.5","716","717","0.4506118893623352","0.4506118893623352","0.4506118893623352","0.38999998569488525","0.38999998569488525","0.38999998569488525","716.5","716","717","0.38767483830451965","0.38767483830451965","0.38767483830451965"
"359","0.8050000071525574","0.8050000071525574","0.8050000071525574","718.5","718","719","0.44842657446861267","0.44842657446861267","0.44842657446861267","0.3700000047683716","0.3700000047683716","0.3700000047683716","718.5","718","719","0.3784964978694916","0.3784964978694916","0.3784964978694916"
"360","0.7799999713897705","0.7799999713897705","0.7799999713897705","720.5","720","721","0.4488636255264282","0.4488636255264282","0.4488636255264282","0.35499998927116394","0.35499998927116394","0.35499998927116394","720.5","720","721","0.3806818127632141","0.3806818127632141","0.3806818127632141"
"361","0.8075000047683716","0.8075000047683716","0.8075000047683716","722.5","722","723","0.45192307233810425","0.45192307233810425","0.45192307233810425","0.3700000047683716","0.3700000047683716","0.3700000047683716","722.5","722","723","0.3806818127632141","0.3806818127632141","0.3806818127632141"
"362","0.7975000143051147","0.7975000143051147","0.7975000143051147","724.5","724","725","0.45192307233810425","0.45192307233810425","0.45192307233810425","0.35249999165534973","0.35249999165534973","0.35249999165534973","724.5","724","725","0.38111889362335205","0.38111889362335205","0.38111889362335205"
"363","0.7975000143051147","0.7975000143051147","0.7975000143051147","726.5","726","727","0.4532342553138733","0.4532342553138733","0.4532342553138733","0.33000001311302185","0.33000001311302185","0.33000001311302185","726.5","726","727","0.3806818127632141","0.3806818127632141","0.3806818127632141"
"364","0.7925000190734863","0.7925000190734863","0.7925000190734863","728.5","728","729","0.4554195702075958","0.4554195702075958","0.4554195702075958","0.3425000011920929","0.3425000011920929","0.3425000011920929","728.5","728","729","0.375","0.375","0.375"
"365","0.8125","0.8125","0.8125","730.5","730","731","0.4589160978794098","0.4589160978794098","0.4589160978794098","0.32749998569488525","0.32749998569488525","0.32749998569488525","730.5","730","731","0.37543705105781555","0.37543705105781555","0.37543705105781555"
"366","0.7900000214576721","0.7900000214576721","0.7900000214576721","732.5","732","733","0.45279720425605774","0.45279720425605774","0.45279720425605774","0.3400000035762787","0.3400000035762787","0.3400000035762787","732.5","732","733","0.373251736164093","0.373251736164093","0.373251736164093"
